name	clade	group
lpHieOdor1_odorata_Chr8_004005.1	Viridiplantae	CENPA
lpHieOdor1_odorata_Chr8_004006.1	Viridiplantae	CENPA
lpHieOdor1_odorata_Chr12_004375.1	Viridiplantae	CENPA
lpPolViri_ENA|OZ174307|OZ174307.1_001979.1	Viridiplantae	CENPA
lpPolViri_ENA|OZ174309|OZ174309.1_001946.1	Viridiplantae	CENPA
lpPolViri_ENA|OZ174317|OZ174317.1_005505.1	Viridiplantae	CENPA
lpPolViri_ENA|OZ174320|OZ174320.1_004617.1	Viridiplantae	CENPA
qeLepCurv_ENA|OZ194353|OZ194353.1_000468.1	Invertebrates	CENPA
qeOrcFlav_ENA|OZ035953|OZ035953.1_002172.1	Invertebrates	CENPA
qeOrcFlav_ENA|OZ035957|OZ035957.1_000903.1	Invertebrates	CENPA
qeDicMinu_ENA|OX461808|OX461808.1_020535.1	Invertebrates	H3
qeAllFusc_ENA|OX359245|OX359245.1_008527.1	Invertebrates	CENPA
qeAllFusc_ENA|OX359247|OX359247.1_001298.1	Invertebrates	CENPA
pEimTen1_rescue3	Protist	CENPA
pxEimPrae1_rescue8	Protist	CENPA
pxEimPrae1_rescue12	Protist	CENPA
idSicFerr1_chr_X_002608.1	Invertebrates	CENPA
idSicFerr1_chr_X_002574.1	Invertebrates	CENPA
qeLepCurv_ENA|OZ194356|OZ194356.1_000945.1	Invertebrates	CENPA
jrHalOcto1_rescue18	Invertebrates	CENPA
xgPatVulg1_chr_5_000155.1	Invertebrates	H3
xgPatPell1_rescue14	Invertebrates	CENPA
icHalSede1_chr_9_000164.1	Invertebrates	H3
icAdaBipu1_chr_9_001201.1	Invertebrates	CENPA
icCocSept1_chr_9_000347.1	Invertebrates	CENPA
ipNemPict2_chr_10_000110.1	Invertebrates	CENPA
fAciRut3_chr_8_000087.1	Vertebrates	CENPA
qeOrcFlav_ENA|OZ035953|OZ035953.1_004360.1	Invertebrates	H3
nxTriColu_ENA|OZ022258|OZ022258.1_000488.1	Invertebrates	CENPA
glEphLana_ENA|OZ220094|OZ220094.1_000253.1	Fungi	H3
glEphLana_ENA|OZ220093|OZ220093.1_000567.1	Fungi	CENPA
icPyrSerr1_chr_X_000403.1	Invertebrates	H3
qeOrcFlav_ENA|OZ035954|OZ035954.1_006488.1	Invertebrates	CENPA
qeOrcFlav_ENA|OZ035954|OZ035954.1_003646.1	Invertebrates	CENPA
qeOrcFlav_ENA|OZ035954|OZ035954.1_006493.1	Invertebrates	CENPA
paTetJugo1_chr_11_000044.1	Protist	CENPA
bAccGen1_chr_10_000293.1	Vertebrates	H3
bAccGen1_chr_30_000081.1	Vertebrates	H3
bAccGen1_chr_34_000159.1	Vertebrates	H3
bCorHaw1_chr_1_000695.1	Vertebrates	H3
bCorHaw1_chr_3_000902.1	Vertebrates	H3
bCorHaw1_chr_4_000255.1	Vertebrates	H3
bFalBia1_chr_1_001978.1	Vertebrates	H3
bFalBia1_chr_5_001047.1	Vertebrates	H3
bFalBia1_chr_5_000327.1	Vertebrates	H3
bFalChe1_chr_1_000966.1	Vertebrates	H3
bFalChe1_chr_5_000325.1	Vertebrates	H3
bFalChe1_chr_5_001052.1	Vertebrates	H3
bFalPer1_chr_2_000961.1	Vertebrates	H3
bFalPer1_chr_6_000322.1	Vertebrates	H3
bFalPer1_chr_6_000326.1	Vertebrates	H3
bGalGal1_GRCg7b_chr_1_002288.1	Vertebrates	H3
bGalGal1_GRCg7b_chr_1_000318.1	Vertebrates	H3
bGalGal1_GRCg7b_chr_1_000320.1	Vertebrates	H3
bLagMut1_chr_1_002640.1	Vertebrates	H3
bLagMut1_chr_1_000364.1	Vertebrates	H3
bLagMut1_chr_1_000365.1	Vertebrates	H3
bPorHoc1_chr_1_000116.1	Vertebrates	H3
bPorHoc1_chr_1_000120.1	Vertebrates	H3
bPorHoc1_chr_1_002500.1	Vertebrates	H3
bTaeGut1_chr_1A_000801.1	Vertebrates	H3
bTaeGut1_chr_1A_000799.1	Vertebrates	H3
bTaeGut1_chr_1A_000298.1	Vertebrates	H3
caAndHook_ENA|OZ246425|OZ246425.1_000116.1	Viridiplantae	H3
caAndHook_ENA|OZ246425|OZ246425.1_000681.1	Viridiplantae	H3
caAndHook_ENA|OZ246428|OZ246428.1_000198.1	Viridiplantae	H3
cbCalCord2_ENA|OZ209158|OZ209158.1_002257.1	Viridiplantae	H3
cbCalCord2_ENA|OZ209158|OZ209158.1_002078.1	Viridiplantae	H3
cbCalCord2_ENA|OZ209158|OZ209158.1_002077.1	Viridiplantae	H3
cbHylTriq_ENA|OZ249201|OZ249201.1_001341.1	Viridiplantae	H3
cbHylTriq_ENA|OZ249202|OZ249202.1_003881.1	Viridiplantae	H3
cbHylTriq_ENA|OZ249202|OZ249202.1_003767.1	Viridiplantae	H3
cbIsoPulc3_ENA|OZ210556|OZ210556.1_002324.1	Viridiplantae	H3
cbIsoPulc3_ENA|OZ210556|OZ210556.1_002323.1	Viridiplantae	H3
cbIsoPulc3_ENA|OZ210556|OZ210556.1_001840.1	Viridiplantae	H3
cbPolSexa_ENA|OZ222675|OZ222675.1_002464.1	Viridiplantae	H3
cbPolSexa_ENA|OZ222675|OZ222675.1_002463.1	Viridiplantae	H3
cbPolSexa_ENA|OZ222675|OZ222675.1_002081.1	Viridiplantae	H3
cbRhyConf_ENA|OZ259487|OZ259487.1_003164.1	Viridiplantae	H3
cbRhyConf_ENA|OZ259487|OZ259487.1_002917.1	Viridiplantae	H3
cbRhyConf_ENA|OZ259487|OZ259487.1_000490.1	Viridiplantae	H3
cbRhyLore1_SUPER_1_005504.1	Viridiplantae	H3
cbRhyLore1_SUPER_2_000465.1	Viridiplantae	H3
cbRhyLore1_SUPER_2_000668.1	Viridiplantae	H3
cbThuTama2_SUPER_1_001025.1	Viridiplantae	H3
cbThuTama2_SUPER_3_001795.1	Viridiplantae	H3
cbThuTama2_SUPER_5_001030.1	Viridiplantae	H3
cjHerHutc_ENA|OZ218195|OZ218195.1_003144.1	Viridiplantae	H3
cjHerHutc_ENA|OZ218196|OZ218196.1_002002.1	Viridiplantae	H3
cjHerHutc_ENA|OZ218196|OZ218196.1_002001.1	Viridiplantae	H3
cmLunCruc20_all_Chr2_001344.1	Viridiplantae	H3
cmLunCruc20_all_Chr2_000987.1	Viridiplantae	H3
cmLunCruc20_all_Chr7_000744.1	Viridiplantae	H3
csSphGirg_ENA|OZ244403|OZ244403.1_000840.1	Viridiplantae	H3
csSphGirg_ENA|OZ244404|OZ244404.1_001209.1	Viridiplantae	H3
csSphGirg_ENA|OZ244408|OZ244408.1_000133.1	Viridiplantae	H3
daArcMinu1_SUPER_1_000352.1	Viridiplantae	H3
daArcMinu1_SUPER_1_001489.1	Viridiplantae	H3
daArcMinu1_SUPER_1_002162.1	Viridiplantae	H3
daBalNigr1_SUPER_2_000665.1	Viridiplantae	H3
daBalNigr1_SUPER_2_003838.1	Viridiplantae	H3
daBalNigr1_SUPER_2_003471.1	Viridiplantae	H3
daLinVulg1_SUPER_2_002183.1	Viridiplantae	H3
daLinVulg1_SUPER_3_001891.1	Viridiplantae	H3
daLinVulg1_SUPER_3_001892.1	Viridiplantae	H3
daMisOron1_SUPER_1_003004.1	Viridiplantae	H3
daMisOron1_SUPER_2_004993.1	Viridiplantae	H3
daMisOron1_SUPER_2_004728.1	Viridiplantae	H3
daPulDyse1_SUPER_1_001731.1	Viridiplantae	H3
daPulDyse1_SUPER_2_001259.1	Viridiplantae	H3
daPulDyse1_SUPER_2_001664.1	Viridiplantae	H3
daSamNigr1_nigra_SamNigr_chr1_002501.1	Viridiplantae	H3
daSamNigr1_nigra_SamNigr_chr10_000931.1	Viridiplantae	H3
daSamNigr1_nigra_SamNigr_chr10_001202.1	Viridiplantae	H3
daScuGale1_SUPER_1_003344.1	Viridiplantae	H3
daScuGale1_SUPER_1_002259.1	Viridiplantae	H3
daScuGale1_SUPER_1_002258.1	Viridiplantae	H3
daSheArve1_SUPER_2_001770.1	Viridiplantae	H3
daSheArve1_SUPER_2_001773.1	Viridiplantae	H3
daSheArve1_SUPER_3_000489.1	Viridiplantae	H3
daSolDulc1_SUPER_1_000131.1	Viridiplantae	H3
daSolDulc1_SUPER_1_001517.1	Viridiplantae	H3
daSolDulc1_SUPER_1_001516.1	Viridiplantae	H3
daTanVulg1_GCA_964264315_chr_Chr1_016556.1	Viridiplantae	H3
daTanVulg1_GCA_964264315_chr_Chr1_001152.1	Viridiplantae	H3
daTanVulg1_GCA_964264315_chr_Chr1_001642.1	Viridiplantae	H3
dcAreSerp_ENA|OZ174157|OZ174157.1_000766.1	Viridiplantae	H3
dcAreSerp_ENA|OZ174157|OZ174157.1_002745.1	Viridiplantae	H3
dcAreSerp_ENA|OZ174157|OZ174157.1_002744.1	Viridiplantae	H3
dcMoeTrin_ENA|OZ066938|OZ066938.1_005438.1	Viridiplantae	H3
dcMoeTrin_ENA|OZ066938|OZ066938.1_005109.1	Viridiplantae	H3
dcMoeTrin_ENA|OZ066938|OZ066938.1_004468.1	Viridiplantae	H3
dcPolAvic1_chr_1_003929.1	Viridiplantae	H3
dcPolAvic1_chr_1_000317.1	Viridiplantae	H3
dcPolAvic1_chr_1_000318.1	Viridiplantae	H3
dcPolTetr_ENA|OZ251109|OZ251109.1_002218.1	Viridiplantae	H3
dcPolTetr_ENA|OZ251109|OZ251109.1_002217.1	Viridiplantae	H3
dcPolTetr_ENA|OZ251110|OZ251110.1_002600.1	Viridiplantae	H3
dcSpeMari_ENA|OY804545|OY804545.1_001684.1	Viridiplantae	H3
dcSpeMari_ENA|OY804545|OY804545.1_001547.1	Viridiplantae	H3
dcSpeMari_ENA|OY804546|OY804546.1_000439.1	Viridiplantae	H3
ddAraThal4_chr_1_006709.1	Viridiplantae	H3
ddAraThal4_chr_1_006483.1	Viridiplantae	H3
ddAraThal4_chr_1_000992.1	Viridiplantae	H3
ddBarVulg_ENA|OY763887|OY763887.1_002856.1	Viridiplantae	H3
ddBarVulg_ENA|OY763887|OY763887.1_002219.1	Viridiplantae	H3
ddBarVulg_ENA|OY763887|OY763887.1_001863.1	Viridiplantae	H3
ddCarHirs_ENA|OZ156418|OZ156418.1_004313.1	Viridiplantae	H3
ddCarHirs_ENA|OZ156418|OZ156418.1_000990.1	Viridiplantae	H3
ddCarHirs_ENA|OZ156419|OZ156419.1_003973.1	Viridiplantae	H3
ddEupPepu3_SUPER_1_003273.1	Viridiplantae	H3
ddEupPepu3_SUPER_1_003272.1	Viridiplantae	H3
ddEupPepu3_SUPER_1_001773.1	Viridiplantae	H3
ddHotPalu_ENA|OZ247565|OZ247565.1_008670.1	Viridiplantae	H3
ddHotPalu_ENA|OZ247565|OZ247565.1_008392.1	Viridiplantae	H3
ddHotPalu_ENA|OZ247565|OZ247565.1_006465.1	Viridiplantae	H3
ddMerAnnu1_chr_LG1-X_004203.1	Viridiplantae	H3
ddMerAnnu1_chr_LG1-X_001427.1	Viridiplantae	H3
ddMerAnnu1_chr_LG1-X_002314.1	Viridiplantae	H3
ddPopNigr_ENA|OX637672|OX637672.1_001982.1	Viridiplantae	H3
ddPopNigr_ENA|OX637672|OX637672.1_002136.1	Viridiplantae	H3
ddPopNigr_ENA|OX637673|OX637673.1_001287.1	Viridiplantae	H3
dhAlnGlut1_SUPER_4_000528.1	Viridiplantae	H3
dhAlnGlut1_SUPER_5_001649.1	Viridiplantae	H3
dhAlnGlut1_SUPER_5_000732.1	Viridiplantae	H3
dhCorColu_ENA|OZ247463|OZ247463.1_003127.1	Viridiplantae	H3
dhCorColu_ENA|OZ247464|OZ247464.1_003400.1	Viridiplantae	H3
dhCorColu_ENA|OZ247464|OZ247464.1_003399.1	Viridiplantae	H3
dhQueRobu3_chr_1_000247.1	Viridiplantae	H3
dhQueRobu3_chr_1_000248.1	Viridiplantae	H3
dhQueRobu3_chr_1_000254.1	Viridiplantae	H3
dmAquVulg_ENA|OZ198187|OZ198187.1_000106.1	Viridiplantae	H3
dmAquVulg_ENA|OZ198187|OZ198187.1_004971.1	Viridiplantae	H3
dmAquVulg_ENA|OZ198187|OZ198187.1_004760.1	Viridiplantae	H3
dmBerVulg_ENA|OY747124|OY747124.1_009517.1	Viridiplantae	H3
dmBerVulg_ENA|OY747124|OY747124.1_005764.1	Viridiplantae	H3
dmBerVulg_ENA|OY747124|OY747124.1_005763.1	Viridiplantae	H3
dmThaMinu_ENA|OZ239685|OZ239685.1_004245.1	Viridiplantae	H3
dmThaMinu_ENA|OZ239685|OZ239685.1_001000.1	Viridiplantae	H3
dmThaMinu_ENA|OZ239686|OZ239686.1_000114.1	Viridiplantae	H3
drAilAlti1_SUPER_9_001387.1	Viridiplantae	H3
drAilAlti1_SUPER_17_001357.1	Viridiplantae	H3
drAilAlti1_SUPER_13_001070.1	Viridiplantae	H3
drAstGlyc_ENA|OY754307|OY754307.1_005592.1	Viridiplantae	H3
drAstGlyc_ENA|OY754307|OY754307.1_000782.1	Viridiplantae	H3
drAstGlyc_ENA|OY754308|OY754308.1_000754.1	Viridiplantae	H3
drChaAngu1_SUPER_3_000794.1	Viridiplantae	H3
drChaAngu1_SUPER_3_001623.1	Viridiplantae	H3
drChaAngu1_SUPER_4_000249.1	Viridiplantae	H3
drFilUlma1_SUPER_4_000011.1	Viridiplantae	H3
drFilUlma1_SUPER_4_000033.1	Viridiplantae	H3
drFilUlma1_SUPER_4_005140.1	Viridiplantae	H3
drGeuRiva_ENA|OZ123678|OZ123678.1_001564.1	Viridiplantae	H3
drGeuRiva_ENA|OZ123679|OZ123679.1_004885.1	Viridiplantae	H3
drGeuRiva_ENA|OZ123680|OZ123680.1_004198.1	Viridiplantae	H3
drGeuUrba1_SUPER_1_000984.1	Viridiplantae	H3
drGeuUrba1_SUPER_2_002623.1	Viridiplantae	H3
drGeuUrba1_SUPER_3_000975.1	Viridiplantae	H3
drHedHeli1_SUPER_2_002965.1	Viridiplantae	H3
drHedHeli1_SUPER_3_003114.1	Viridiplantae	H3
drHedHeli1_SUPER_4_000540.1	Viridiplantae	H3
drMalDome5_chr_1_002127.1	Viridiplantae	H3
drMalDome5_chr_3_002697.1	Viridiplantae	H3
drMalDome5_chr_3_002676.1	Viridiplantae	H3
drMalSylv7_chr_1_002127.1	Viridiplantae	H3
drMalSylv7_chr_3_002669.1	Viridiplantae	H3
drMalSylv7_chr_3_002651.1	Viridiplantae	H3
drMedArab1_SUPER_6_004697.1	Viridiplantae	H3
drMedArab1_SUPER_6_004494.1	Viridiplantae	H3
drMedArab1_SUPER_6_004492.1	Viridiplantae	H3
drParJuda1_SUPER_1_005366.1	Viridiplantae	H3
drParJuda1_SUPER_1_005365.1	Viridiplantae	H3
drParJuda1_SUPER_1_000979.1	Viridiplantae	H3
drPotAnse1_chr_1_000825.1	Viridiplantae	H3
drPotAnse1_chr_1_001468.1	Viridiplantae	H3
drPotAnse1_chr_1_001406.1	Viridiplantae	H3
drTriFrag1_SUPER_2_000412.1	Viridiplantae	H3
drTriFrag1_SUPER_2_005284.1	Viridiplantae	H3
drTriFrag1_SUPER_2_004554.1	Viridiplantae	H3
drUrtUren1_SUPER_2_002554.1	Viridiplantae	H3
drUrtUren1_SUPER_3_000565.1	Viridiplantae	H3
drUrtUren1_SUPER_4_001496.1	Viridiplantae	H3
rosCan_subseq1_Rca1_S1_h1_000511.1	Viridiplantae	H3
rosCan_subseq1_Rca1_S1_h2_000531.1	Viridiplantae	H3
rosCan_subseq1_Rca2_S1_h1_000734.1	Viridiplantae	H3
eaMarGlac1_chr_1_001428.1	Invertebrates	H3
eaMarGlac1_chr_4_001219.1	Invertebrates	H3
eaMarGlac1_chr_8_000591.1	Invertebrates	H3
fAciRut3_chr_3_000531.1	Vertebrates	H3
fAciRut3_chr_5_001269.1	Vertebrates	H3
fAciRut3_chr_6_000357.1	Vertebrates	H3
fAloSap1_chr_3_000861.1	Vertebrates	H3
fAloSap1_chr_9_000276.1	Vertebrates	H3
fAloSap1_chr_9_000309.1	Vertebrates	H3
fBarBab1_chr_1_001712.1	Vertebrates	H3
fBarBab1_chr_1_000902.1	Vertebrates	H3
fBarBab1_chr_1_000940.1	Vertebrates	H3
fDanRer4_chr_3_001082.1	Vertebrates	H3
fDanRer4_chr_5_001432.1	Vertebrates	H3
fDanRer4_chr_7_000119.1	Vertebrates	H3
fPanHyp1_SUPER_1_001048.1	Vertebrates	H3
fPanHyp1_SUPER_5_000006.1	Vertebrates	H3
fPanHyp1_SUPER_5_000012.1	Vertebrates	H3
fPhoGun1_chr_7_000816.1	Vertebrates	H3
fPhoGun1_chr_7_000544.1	Vertebrates	H3
fPhoGun1_chr_7_000806.1	Vertebrates	H3
fTauBub2_chr_2_000010.1	Vertebrates	H3
fTauBub2_chr_2_002117.1	Vertebrates	H3
fTauBub2_chr_2_000021.1	Vertebrates	H3
fTelBon1_chr_3_000085.1	Vertebrates	H3
fTelBon1_chr_3_001413.1	Vertebrates	H3
fTelBon1_chr_3_000386.1	Vertebrates	H3
fThuAlb1_chr_3_001277.1	Vertebrates	H3
fThuAlb1_chr_3_000906.1	Vertebrates	H3
fThuAlb1_chr_3_000903.1	Vertebrates	H3
fThuMac1_chr_2_001496.1	Vertebrates	H3
fThuMac1_chr_2_001492.1	Vertebrates	H3
fThuMac1_chr_2_000129.1	Vertebrates	H3
fToxJac2_chr_9_000678.1	Vertebrates	H3
fToxJac2_chr_9_000677.1	Vertebrates	H3
fToxJac2_chr_12_000101.1	Vertebrates	H3
fTraTra1_chr_12_000498.1	Vertebrates	H3
fTraTra1_chr_12_000793.1	Vertebrates	H3
fTraTra1_chr_12_000537.1	Vertebrates	H3
gdRhiKalk_ENA|OZ066569|OZ066569.1_000447.1	Fungi	H3
gfAgaBisp1_chr_1_000833.1	Fungi	H3
gfAgaBisp1_chr_6_000570.1	Fungi	H3
gfAgaBisp1_chr_6_000525.1	Fungi	H3
gfAgrPrae_ENA|OZ024840|OZ024840.1_000310.1	Fungi	H3
gfAgrPrae_ENA|OZ024840|OZ024840.1_000903.1	Fungi	H3
gfAgrPrae_ENA|OZ024843|OZ024843.1_000704.1	Fungi	H3
gfAmaRube_ENA|OZ253836|OZ253836.1_000283.1	Fungi	H3
gfAmaRube_ENA|OZ253836|OZ253836.1_000776.1	Fungi	H3
gfAmaRube_ENA|OZ253843|OZ253843.1_000193.1	Fungi	H3
gfArmOsto_ENA|OZ035948|OZ035948.1_000648.1	Fungi	H3
gfArmOsto_ENA|OZ035948|OZ035948.1_000087.1	Fungi	H3
gfAurGent_ENA|OZ219430|OZ219430.1_001077.1	Fungi	H3
gfAurGent_ENA|OZ219432|OZ219432.1_000945.1	Fungi	H3
gfAurGent_ENA|OZ219432|OZ219432.1_000749.1	Fungi	H3
gfBolQuer_ENA|OZ037957|OZ037957.1_000832.1	Fungi	H3
gfBolQuer_ENA|OZ037960|OZ037960.1_000666.1	Fungi	H3
gfBolQuer_ENA|OZ037961|OZ037961.1_000472.1	Fungi	H3
gfButSuba_ENA|OZ171980|OZ171980.1_000073.1	Fungi	H3
gfButSuba_ENA|OZ171982|OZ171982.1_000485.1	Fungi	H3
gfButSuba_ENA|OZ171990|OZ171990.1_000455.1	Fungi	H3
gfChlBrun_ENA|OY756140|OY756140.1_001617.1	Fungi	H3
gfChlBrun_ENA|OY756145|OY756145.1_000837.1	Fungi	H3
gfChlBrun_ENA|OY756145|OY756145.1_000102.1	Fungi	H3
gfClaFumo_ENA|OX637796|OX637796.1_000439.1	Fungi	H3
gfClaFumo_ENA|OX637796|OX637796.1_000955.1	Fungi	H3
gfClaFumo_ENA|OX637801|OX637801.1_001131.1	Fungi	H3
gfCopMica_ENA|OX596334|OX596334.1_001647.1	Fungi	H3
gfCopMica_ENA|OX596334|OX596334.1_000541.1	Fungi	H3
gfCopMica_ENA|OX596334|OX596334.1_001641.1	Fungi	H3
gfCorTriu_ENA|OZ254914|OZ254914.1_005082.1	Fungi	H3
gfCorTriu_ENA|OZ254915|OZ254915.1_005639.1	Fungi	H3
gfCorTriu_ENA|OZ254915|OZ254915.1_003773.1	Fungi	H3
gfEntClyp_ENA|OY751488|OY751488.1_001515.1	Fungi	H3
gfEntClyp_ENA|OY751488|OY751488.1_000904.1	Fungi	H3
gfEntClyp_ENA|OY751493|OY751493.2_000569.1	Fungi	H3
gfFlaVelt_ENA|OX246725|OX246725.2_000990.1	Fungi	H3
gfFlaVelt_ENA|OX246726|OX246726.2_001563.1	Fungi	H3
gfFlaVelt_ENA|OX246729|OX246729.2_001326.1	Fungi	H3
gfGanResi_ENA|OZ026792|OZ026792.1_001017.1	Fungi	H3
gfGanResi_ENA|OZ026797|OZ026797.1_000073.1	Fungi	H3
gfGanResi_ENA|OZ026797|OZ026797.1_001081.1	Fungi	H3
gfGliIrri_ENA|OZ209111|OZ209111.1_001232.1	Fungi	H3
gfGliIrri_ENA|OZ209114|OZ209114.1_000634.1	Fungi	H3
gfGliIrri_ENA|OZ209114|OZ209114.1_000299.1	Fungi	H3
gfHerErin_ENA|OZ255406|OZ255406.1_000825.1	Fungi	H3
gfHerErin_ENA|OZ255406|OZ255406.1_003609.1	Fungi	H3
gfHerErin_ENA|OZ255407|OZ255407.1_000864.1	Fungi	H3
gfHygPuni_ENA|OY744463|OY744463.1_000200.1	Fungi	H3
gfHygPuni_ENA|OY744463|OY744463.1_002807.1	Fungi	H3
gfHygPuni_ENA|OY744469|OY744469.1_000843.1	Fungi	H3
gfInoObsi_ENA|OZ247502|OZ247502.1_000671.1	Fungi	H3
gfInoObsi_ENA|OZ247505|OZ247505.1_001044.1	Fungi	H3
gfInoObsi_ENA|OZ247510|OZ247510.1_000264.1	Fungi	H3
gfLacBlen_ENA|OZ173894|OZ173894.1_000231.1	Fungi	H3
gfLacBlen_ENA|OZ173898|OZ173898.1_001359.1	Fungi	H3
gfLacBlen_ENA|OZ173898|OZ173898.1_001274.1	Fungi	H3
gfLaeSulp1_chr_1_001734.1	Fungi	H3
gfLaeSulp1_chr_6_000061.1	Fungi	H3
gfLaeSulp1_chr_7_000176.1	Fungi	H3
gfLepSord_ENA|OZ173904|OZ173904.1_000389.1	Fungi	H3
gfLepSord_ENA|OZ173904|OZ173904.1_001927.1	Fungi	H3
gfLepSord_ENA|OZ173904|OZ173904.1_001920.1	Fungi	H3
gfMycGale_ENA|OZ252601|OZ252601.1_000193.1	Fungi	H3
gfPanStip_ENA|OZ234879|OZ234879.1_001678.1	Fungi	H3
gfPanStip_ENA|OZ234879|OZ234879.1_000069.1	Fungi	H3
gfPanStip_ENA|OZ234881|OZ234881.1_000257.1	Fungi	H3
gfPhaAlbo_ENA|OZ244509|OZ244509.1_000231.1	Fungi	H3
gfPhaAlbo_ENA|OZ244509|OZ244509.1_001493.1	Fungi	H3
gfPhaAlbo_ENA|OZ244512|OZ244512.1_000385.1	Fungi	H3
gfPleOstr1_SUPER_1_000496.1	Fungi	H3
gfPleOstr1_SUPER_1_001117.1	Fungi	H3
gfPleOstr1_SUPER_7_000827.1	Fungi	H3
gfPorCaly_ENA|OX621164|OX621164.1_000704.1	Fungi	H3
gfPorCaly_ENA|OX621167|OX621167.1_000857.1	Fungi	H3
gfPorCaly_ENA|OX621167|OX621167.1_000141.1	Fungi	H3
gfRamCorn_ENA|OZ204859|OZ204859.1_001812.1	Fungi	H3
gfRamCorn_ENA|OZ204859|OZ204859.1_000626.1	Fungi	H3
gfRamCorn_ENA|OZ204860|OZ204860.1_000744.1	Fungi	H3
gfRusVesc_ENA|OZ222405|OZ222405.1_001363.1	Fungi	H3
gfRusVesc_ENA|OZ222414|OZ222414.1_000864.1	Fungi	H3
gfRusVesc_ENA|OZ222414|OZ222414.1_000524.1	Fungi	H3
gfSpaMino_ENA|OZ241195|OZ241195.1_001601.1	Fungi	H3
gfSpaMino_ENA|OZ241199|OZ241199.1_000726.1	Fungi	H3
gfSpaMino_ENA|OZ241202|OZ241202.1_000587.1	Fungi	H3
gfTauPull_ENA|OX637620|OX637620.1_000376.1	Fungi	H3
gfTauPull_ENA|OX637620|OX637620.1_000428.1	Fungi	H3
gfTauPull_ENA|OX637621|OX637621.1_000443.1	Fungi	H3
gfTriHemi_ENA|OZ035935|OZ035935.1_000614.1	Fungi	H3
gfTriHemi_ENA|OZ035935|OZ035935.1_002991.1	Fungi	H3
gfTriHemi_ENA|OZ035935|OZ035935.1_002984.1	Fungi	H3
gfVolSurr_ENA|OX637781|OX637781.1_001203.1	Fungi	H3
gfVolSurr_ENA|OX637781|OX637781.1_000754.1	Fungi	H3
gfVolSurr_ENA|OX637786|OX637786.1_000087.1	Fungi	H3
glClaSqua_ENA|OX392374|OX392374.1_000610.1	Fungi	H3
glEphLana_ENA|OZ220091|OZ220091.1_002467.1	Fungi	H3
glEphLana_ENA|OZ220093|OZ220093.1_000981.1	Fungi	H3
glFlaMari_ENA|OZ245339|OZ245339.1_000199.1	Fungi	H3
glLicPygm_ENA|OY730172|OY730172.1_000353.1	Fungi	H3
glPlaGlau_ENA|OY745768|OY745768.1_000642.1	Fungi	H3
glRamSili_ENA|OZ244605|OZ244605.1_000389.1	Fungi	H3
glUmbDeus_ENA|OZ203546|OZ203546.1_000081.1	Fungi	H3
gpAraPeru_ENA|OX453232|OX453232.1_001499.1	Fungi	H3
grCorFumo_ENA|OY756924|OY756924.1_000662.1	Fungi	H3
grLepFlav_ENA|OY756932|OY756932.1_000082.1	Fungi	H3
grSimLame_ENA|OZ124168|OZ124168.1_001624.1	Fungi	H3
grTriPseu1_chr_6_000843.1	Fungi	H3
gsMetZobe1_chr_3_000356.1	Fungi	H3
gsMetZobe1_chr_3_000730.1	Fungi	H3
gsMetZobe1_chr_5_000673.1	Fungi	H3
gyLeoLubr_ENA|OZ251265|OZ251265.1_002904.1	Fungi	H3
gyLeoLubr_ENA|OZ251265|OZ251265.1_002894.1	Fungi	H3
gyLeoLubr_ENA|OZ251265|OZ251265.1_000402.1	Fungi	H3
gzEntParv_ENA|OY752141|OY752141.1_000478.1	Fungi	H3
gzEntParv_ENA|OY752142|OY752142.1_000753.1	Fungi	H3
gzEntParv_ENA|OY752145|OY752145.1_000006.1	Fungi	H3
gzMucPiri1_chr_1_001246.1	Fungi	H3
gzMucPiri1_chr_1_004622.1	Fungi	H3
gzMucPiri1_chr_5_001113.1	Fungi	H3
ibEctPall_ENA|OZ060424|OZ060424.1_001973.1	Invertebrates	H3
ibEctPall_ENA|OZ060425|OZ060425.1_002258.1	Invertebrates	H3
ibEctPall_ENA|OZ060429|OZ060429.1_001336.1	Invertebrates	H3
icAdaBipu1_chr_6_001938.1	Invertebrates	H3
icAdaBipu1_chr_6_001931.1	Invertebrates	H3
icAdaBipu1_chr_6_001928.1	Invertebrates	H3
icAgoFuli_ENA|OX384035|OX384035.1_001267.1	Invertebrates	H3
icAgoFuli_ENA|OX384035|OX384035.1_001139.1	Invertebrates	H3
icAgoFuli_ENA|OX384035|OX384035.1_001137.1	Invertebrates	H3
icAgrCyan_ENA|OX376713|OX376713.1_001118.1	Invertebrates	H3
icAgrCyan_ENA|OX376713|OX376713.1_001116.1	Invertebrates	H3
icAgrCyan_ENA|OX376713|OX376713.1_001114.1	Invertebrates	H3
icAgrMuri1_chr_2_000009.1	Invertebrates	H3
icAgrMuri1_chr_8_003444.1	Invertebrates	H3
icAgrMuri1_chr_8_003442.1	Invertebrates	H3
icApoCory1_chr_5_000508.1	Invertebrates	H3
icApoCory1_chr_12_000651.1	Invertebrates	H3
icCanRust1_chr_4_002335.1	Invertebrates	H3
icCanRust1_chr_4_002333.1	Invertebrates	H3
icCanRust1_chr_4_002331.1	Invertebrates	H3
icCarProb_ENA|OY728580|OY728580.1_001157.1	Invertebrates	H3
icCarProb_ENA|OY728580|OY728580.1_001155.1	Invertebrates	H3
